# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "results/annotation/E745_Annotation_Final_Polished/E745_Final.gff" "-o" "results/rnaseq/counts/gene_counts.txt" "results/rnaseq/alignment/ERR1797969_Serum.bam" "results/rnaseq/alignment/ERR1797970_Serum.bam" "results/rnaseq/alignment/ERR1797971_Serum.bam" "results/rnaseq/alignment/ERR1797972_BHI.bam" "results/rnaseq/alignment/ERR1797973_BHI.bam" "results/rnaseq/alignment/ERR1797974_BHI.bam" 
Geneid	Chr	Start	End	Strand	Length	results/rnaseq/alignment/ERR1797969_Serum.bam	results/rnaseq/alignment/ERR1797970_Serum.bam	results/rnaseq/alignment/ERR1797971_Serum.bam	results/rnaseq/alignment/ERR1797972_BHI.bam	results/rnaseq/alignment/ERR1797973_BHI.bam	results/rnaseq/alignment/ERR1797974_BHI.bam
MJEHNMBL_00278	E745_Chromosome_SuperHybrid_pilon	288402	288695	-	294	6	0	2	2	6	14
MJEHNMBL_00279	E745_Chromosome_SuperHybrid_pilon	288863	289177	+	315	8	10	12	0	0	0
MJEHNMBL_00280	E745_Chromosome_SuperHybrid_pilon	289198	291177	+	1980	10	14	23	0	4	2
MJEHNMBL_00281	E745_Chromosome_SuperHybrid_pilon	291190	291516	+	327	0	0	0	0	0	0
MJEHNMBL_00282	E745_Chromosome_SuperHybrid_pilon	291532	292050	+	519	0	0	0	0	0	0
MJEHNMBL_00283	E745_Chromosome_SuperHybrid_pilon	292050	293402	+	1353	2	0	2	6	10	6
MJEHNMBL_00284	E745_Chromosome_SuperHybrid_pilon	293486	294991	-	1506	54	52	42	64	70	120
MJEHNMBL_00285	E745_Chromosome_SuperHybrid_pilon	295083	295673	-	591	8	8	6	0	2	0
MJEHNMBL_00286	E745_Chromosome_SuperHybrid_pilon	295852	297498	+	1647	20	10	10	41	30	57
MJEHNMBL_00287	E745_Chromosome_SuperHybrid_pilon	297547	298266	+	720	30	26	24	57	42	113
MJEHNMBL_00288	E745_Chromosome_SuperHybrid_pilon	298745	299692	+	948	0	0	0	2	0	2
MJEHNMBL_00289	E745_Chromosome_SuperHybrid_pilon	299704	300624	+	921	0	2	2	0	2	0
MJEHNMBL_00290	E745_Chromosome_SuperHybrid_pilon	300665	302122	+	1458	0	3	6	0	4	2
MJEHNMBL_00291	E745_Chromosome_SuperHybrid_pilon	302467	303081	+	615	0	1	2	0	0	2
MJEHNMBL_00292	E745_Chromosome_SuperHybrid_pilon	303074	304798	+	1725	6	6	8	4	6	16
MJEHNMBL_00293	E745_Chromosome_SuperHybrid_pilon	304801	306246	+	1446	4	2	6	13	12	10
MJEHNMBL_00294	E745_Chromosome_SuperHybrid_pilon	306719	308872	-	2154	14	6	7	11	14	22
MJEHNMBL_00295	E745_Chromosome_SuperHybrid_pilon	308874	309920	-	1047	9	3	7	9	15	23
MJEHNMBL_00296	E745_Chromosome_SuperHybrid_pilon	310070	311359	+	1290	2	0	0	2	14	6
MJEHNMBL_00297	E745_Chromosome_SuperHybrid_pilon	311372	314074	+	2703	4	0	2	6	6	12
MJEHNMBL_00298	E745_Chromosome_SuperHybrid_pilon	314059	314916	+	858	4	4	3	12	4	12
MJEHNMBL_00299	E745_Chromosome_SuperHybrid_pilon	314987	315844	-	858	20	8	14	38	28	40
MJEHNMBL_00300	E745_Chromosome_SuperHybrid_pilon	316055	318226	+	2172	73	74	71	104	100	131
MJEHNMBL_00301	E745_Chromosome_SuperHybrid_pilon	318294	318635	+	342	71	89	82	119	164	300
MJEHNMBL_00302	E745_Chromosome_SuperHybrid_pilon	318911	320665	-	1755	2	2	2	6	8	7
MJEHNMBL_00303	E745_Chromosome_SuperHybrid_pilon	320676	321512	-	837	6	2	0	2	9	6
MJEHNMBL_00304	E745_Chromosome_SuperHybrid_pilon	321514	322197	-	684	0	0	0	2	6	2
MJEHNMBL_00305	E745_Chromosome_SuperHybrid_pilon	322356	323750	-	1395	4	8	2	4	2	10
MJEHNMBL_00306	E745_Chromosome_SuperHybrid_pilon	323789	325288	-	1500	2	0	0	4	4	4
MJEHNMBL_00307	E745_Chromosome_SuperHybrid_pilon	325281	326702	-	1422	4	4	4	2	4	2
MJEHNMBL_00308	E745_Chromosome_SuperHybrid_pilon	326762	327754	-	993	4	4	12	16	8	20
MJEHNMBL_00309	E745_Chromosome_SuperHybrid_pilon	327986	330184	+	2199	2	2	2	4	4	4
MJEHNMBL_00310	E745_Chromosome_SuperHybrid_pilon	330642	331514	-	873	2	2	0	0	0	2
MJEHNMBL_00311	E745_Chromosome_SuperHybrid_pilon	331816	332790	+	975	0	0	0	0	0	0
MJEHNMBL_00312	E745_Chromosome_SuperHybrid_pilon	332812	333504	+	693	0	0	0	0	0	0
MJEHNMBL_00313	E745_Chromosome_SuperHybrid_pilon	333470	334978	+	1509	0	0	2	2	2	2
MJEHNMBL_00314	E745_Chromosome_SuperHybrid_pilon	335052	336155	+	1104	0	0	0	0	0	0
MJEHNMBL_00315	E745_Chromosome_SuperHybrid_pilon	336158	337495	+	1338	0	0	0	0	2	4
MJEHNMBL_00316	E745_Chromosome_SuperHybrid_pilon	337461	338360	+	900	0	0	0	0	0	2
MJEHNMBL_00317	E745_Chromosome_SuperHybrid_pilon	338357	339280	+	924	2	0	0	0	0	2
MJEHNMBL_00318	E745_Chromosome_SuperHybrid_pilon	339277	339687	+	411	0	0	0	3	0	0
MJEHNMBL_00319	E745_Chromosome_SuperHybrid_pilon	339691	341259	+	1569	0	0	0	2	4	4
MJEHNMBL_00320	E745_Chromosome_SuperHybrid_pilon	341499	342917	+	1419	0	0	0	2	0	2
MJEHNMBL_00321	E745_Chromosome_SuperHybrid_pilon	342929	344239	+	1311	0	0	4	2	0	2
MJEHNMBL_00325	E745_Chromosome_SuperHybrid_pilon	350130	350966	+	837	6	6	4	6	6	24
MJEHNMBL_00326	E745_Chromosome_SuperHybrid_pilon	351247	352467	+	1221	20	44	30	8	23	26
MJEHNMBL_00327	E745_Chromosome_SuperHybrid_pilon	352464	355184	+	2721	131	125	144	68	47	171
MJEHNMBL_00328	E745_Chromosome_SuperHybrid_pilon	355168	356112	+	945	86	88	67	98	56	102
MJEHNMBL_00329	E745_Chromosome_SuperHybrid_pilon	356181	357191	-	1011	298	326	293	188	157	236
MJEHNMBL_00330	E745_Chromosome_SuperHybrid_pilon	357371	357715	-	345	86	80	85	26	15	71
MJEHNMBL_00331	E745_Chromosome_SuperHybrid_pilon	357708	358142	-	435	61	70	82	17	18	29
MJEHNMBL_00332	E745_Chromosome_SuperHybrid_pilon	358280	359017	+	738	24	18	30	26	10	25
MJEHNMBL_00333	E745_Chromosome_SuperHybrid_pilon	359010	360221	+	1212	46	42	45	28	22	50
MJEHNMBL_00334	E745_Chromosome_SuperHybrid_pilon	360425	361207	+	783	18	26	26	58	57	118
MJEHNMBL_00335	E745_Chromosome_SuperHybrid_pilon	361277	361939	+	663	2	2	16	22	6	28
MJEHNMBL_00336	E745_Chromosome_SuperHybrid_pilon	362037	363791	-	1755	100	112	98	8	10	16
MJEHNMBL_00337	E745_Chromosome_SuperHybrid_pilon	363923	364852	+	930	0	0	0	0	0	2
MJEHNMBL_00338	E745_Chromosome_SuperHybrid_pilon	364809	365858	+	1050	0	0	0	2	0	6
MJEHNMBL_00339	E745_Chromosome_SuperHybrid_pilon	365855	366133	+	279	0	0	0	0	0	0
MJEHNMBL_00340	E745_Chromosome_SuperHybrid_pilon	366084	366578	+	495	0	0	0	0	0	2
MJEHNMBL_00341	E745_Chromosome_SuperHybrid_pilon	366595	366897	+	303	0	0	0	1	0	0
MJEHNMBL_00342	E745_Chromosome_SuperHybrid_pilon	366860	367285	+	426	0	0	0	1	0	0
MJEHNMBL_00343	E745_Chromosome_SuperHybrid_pilon	367257	367616	+	360	0	0	0	0	0	0
MJEHNMBL_00344	E745_Chromosome_SuperHybrid_pilon	367788	368795	+	1008	12	10	6	177	205	277
MJEHNMBL_00345	E745_Chromosome_SuperHybrid_pilon	368820	370004	+	1185	24	34	22	195	165	274
MJEHNMBL_00346	E745_Chromosome_SuperHybrid_pilon	370441	372024	-	1584	4	6	6	8	14	44
MJEHNMBL_00347	E745_Chromosome_SuperHybrid_pilon	372129	372257	-	129	35	30	32	8	4	14
MJEHNMBL_00348	E745_Chromosome_SuperHybrid_pilon	372968	373447	-	480	243	282	232	68	84	108
MJEHNMBL_00349	E745_Chromosome_SuperHybrid_pilon	373520	373804	-	285	14	32	13	4	4	10
MJEHNMBL_00350	E745_Chromosome_SuperHybrid_pilon	374148	375434	-	1287	4	16	12	22	28	48
MJEHNMBL_00351	E745_Chromosome_SuperHybrid_pilon	375572	376243	+	672	0	7	7	23	29	63
MJEHNMBL_00352	E745_Chromosome_SuperHybrid_pilon	376209	376697	+	489	5	7	0	14	13	23
MJEHNMBL_00353	E745_Chromosome_SuperHybrid_pilon	376710	377657	+	948	14	19	13	35	32	36
MJEHNMBL_00354	E745_Chromosome_SuperHybrid_pilon	377658	378422	+	765	6	16	14	30	28	41
MJEHNMBL_00355	E745_Chromosome_SuperHybrid_pilon	378655	380868	+	2214	822	907	974	656	707	1063
MJEHNMBL_00356	E745_Chromosome_SuperHybrid_pilon	380879	381325	+	447	80	94	66	57	71	93
MJEHNMBL_00357	E745_Chromosome_SuperHybrid_pilon	381496	382755	+	1260	82	62	82	22	40	40
MJEHNMBL_00358	E745_Chromosome_SuperHybrid_pilon	382844	383791	-	948	142	164	122	40	44	68
MJEHNMBL_00359	E745_Chromosome_SuperHybrid_pilon	384185	385477	+	1293	34	50	35	178	188	251
MJEHNMBL_00360	E745_Chromosome_SuperHybrid_pilon	385492	387261	+	1770	153	175	142	368	452	648
MJEHNMBL_00361	E745_Chromosome_SuperHybrid_pilon	387370	388245	+	876	125	143	91	180	175	196
MJEHNMBL_00362	E745_Chromosome_SuperHybrid_pilon	388511	390394	+	1884	355	429	378	316	307	429
MJEHNMBL_00363	E745_Chromosome_SuperHybrid_pilon	390469	390753	-	285	2	7	14	22	1	14
MJEHNMBL_00364	E745_Chromosome_SuperHybrid_pilon	390743	391477	-	735	6	2	2	9	6	20
MJEHNMBL_00365	E745_Chromosome_SuperHybrid_pilon	391606	392229	+	624	32	34	32	30	38	40
MJEHNMBL_00366	E745_Chromosome_SuperHybrid_pilon	392421	393542	+	1122	0	4	8	26	19	34
MJEHNMBL_00367	E745_Chromosome_SuperHybrid_pilon	393549	396677	+	3129	65	70	71	121	132	221
MJEHNMBL_00368	E745_Chromosome_SuperHybrid_pilon	396696	399890	+	3195	86	132	95	218	205	278
MJEHNMBL_00369	E745_Chromosome_SuperHybrid_pilon	400036	400743	-	708	4	8	2	16	20	22
MJEHNMBL_00370	E745_Chromosome_SuperHybrid_pilon	401508	401906	+	399	463	510	455	119	134	194
MJEHNMBL_00371	E745_Chromosome_SuperHybrid_pilon	402238	402891	+	654	185	262	216	100	123	169
MJEHNMBL_00372	E745_Chromosome_SuperHybrid_pilon	403117	404115	+	999	6	12	4	16	24	16
MJEHNMBL_00373	E745_Chromosome_SuperHybrid_pilon	404291	406099	+	1809	216	237	236	201	172	349
MJEHNMBL_00374	E745_Chromosome_SuperHybrid_pilon	406304	407599	+	1296	2	2	0	2	2	9
MJEHNMBL_00375	E745_Chromosome_SuperHybrid_pilon	407689	408366	-	678	56	60	63	166	120	221
MJEHNMBL_00376	E745_Chromosome_SuperHybrid_pilon	408484	409059	-	576	6	9	16	15	9	21
MJEHNMBL_00377	E745_Chromosome_SuperHybrid_pilon	409190	409894	+	705	25	27	27	19	18	25
MJEHNMBL_00378	E745_Chromosome_SuperHybrid_pilon	409872	410669	+	798	43	42	25	52	32	44
MJEHNMBL_00379	E745_Chromosome_SuperHybrid_pilon	410671	411570	+	900	38	47	47	107	78	117
MJEHNMBL_00380	E745_Chromosome_SuperHybrid_pilon	411588	412949	+	1362	36	51	48	124	106	178
MJEHNMBL_00381	E745_Chromosome_SuperHybrid_pilon	413011	413652	-	642	8	16	20	52	32	59
MJEHNMBL_00382	E745_Chromosome_SuperHybrid_pilon	413761	414627	+	867	4	8	10	8	16	25
MJEHNMBL_00383	E745_Chromosome_SuperHybrid_pilon	414848	415351	+	504	9	13	8	39	30	40
MJEHNMBL_00384	E745_Chromosome_SuperHybrid_pilon	415400	416059	+	660	17	34	36	47	56	82
MJEHNMBL_00385	E745_Chromosome_SuperHybrid_pilon	416079	418667	+	2589	46	46	47	90	88	106
MJEHNMBL_00386	E745_Chromosome_SuperHybrid_pilon	418770	418997	+	228	21	8	11	22	11	28
MJEHNMBL_00387	E745_Chromosome_SuperHybrid_pilon	419107	419736	-	630	6	5	2	2	2	2
MJEHNMBL_00388	E745_Chromosome_SuperHybrid_pilon	419733	420812	-	1080	0	10	8	6	14	14
MJEHNMBL_00389	E745_Chromosome_SuperHybrid_pilon	420929	421861	+	933	2	2	2	0	0	2
MJEHNMBL_00390	E745_Chromosome_SuperHybrid_pilon	421875	423020	+	1146	4	6	10	0	2	4
MJEHNMBL_00391	E745_Chromosome_SuperHybrid_pilon	423007	424179	+	1173	7	8	2	8	4	14
MJEHNMBL_00392	E745_Chromosome_SuperHybrid_pilon	424278	425243	-	966	3	6	4	22	32	41
MJEHNMBL_00393	E745_Chromosome_SuperHybrid_pilon	425840	426343	+	504	6	9	16	30	32	48
MJEHNMBL_00394	E745_Chromosome_SuperHybrid_pilon	426399	427043	-	645	84	88	91	40	38	36
MJEHNMBL_00395	E745_Chromosome_SuperHybrid_pilon	427205	427357	+	153	3	9	11	12	17	32
MJEHNMBL_00396	E745_Chromosome_SuperHybrid_pilon	427381	427551	+	171	0	2	2	2	3	10
MJEHNMBL_00397	E745_Chromosome_SuperHybrid_pilon	427652	428197	+	546	22	44	30	108	126	199
MJEHNMBL_00398	E745_Chromosome_SuperHybrid_pilon	428274	429161	+	888	25	30	30	16	6	21
MJEHNMBL_00399	E745_Chromosome_SuperHybrid_pilon	429334	430353	+	1020	29	36	14	18	32	38
MJEHNMBL_00400	E745_Chromosome_SuperHybrid_pilon	430444	431316	-	873	24	38	29	21	36	51
MJEHNMBL_00401	E745_Chromosome_SuperHybrid_pilon	431329	431997	-	669	27	50	42	30	13	24
MJEHNMBL_00402	E745_Chromosome_SuperHybrid_pilon	432340	432762	+	423	158	213	161	1167	1229	1466
MJEHNMBL_00403	E745_Chromosome_SuperHybrid_pilon	432866	433555	+	690	116	161	155	966	1058	1443
MJEHNMBL_00404	E745_Chromosome_SuperHybrid_pilon	433965	434468	+	504	444	472	546	4469	4500	5135
MJEHNMBL_00405	E745_Chromosome_SuperHybrid_pilon	434521	434889	+	369	213	216	213	2077	2255	2901
MJEHNMBL_00406	E745_Chromosome_SuperHybrid_pilon	434995	435684	+	690	2	2	2	2	4	4
MJEHNMBL_00407	E745_Chromosome_SuperHybrid_pilon	435766	436815	+	1050	4	6	8	14	8	14
MJEHNMBL_00408	E745_Chromosome_SuperHybrid_pilon	436909	437817	+	909	2	3	2	11	9	8
MJEHNMBL_00409	E745_Chromosome_SuperHybrid_pilon	438207	439739	-	1533	6	4	4	78	64	84
MJEHNMBL_00410	E745_Chromosome_SuperHybrid_pilon	439973	440674	+	702	20	8	4	20	20	28
MJEHNMBL_00411	E745_Chromosome_SuperHybrid_pilon	440928	441641	+	714	4	10	14	18	8	6
MJEHNMBL_00412	E745_Chromosome_SuperHybrid_pilon	441950	443089	+	1140	14	20	10	19	16	35
MJEHNMBL_00413	E745_Chromosome_SuperHybrid_pilon	443178	444143	-	966	153	158	159	233	202	269
MJEHNMBL_00414	E745_Chromosome_SuperHybrid_pilon	444193	446352	-	2160	301	310	261	366	314	518
MJEHNMBL_00415	E745_Chromosome_SuperHybrid_pilon	446511	446735	-	225	76	120	98	76	60	132
MJEHNMBL_00416	E745_Chromosome_SuperHybrid_pilon	447136	447609	+	474	7	13	11	2	2	2
MJEHNMBL_00417	E745_Chromosome_SuperHybrid_pilon	447606	449738	+	2133	33	38	54	4	10	6
MJEHNMBL_00418	E745_Chromosome_SuperHybrid_pilon	449740	449874	+	135	0	0	2	2	0	2
MJEHNMBL_00419	E745_Chromosome_SuperHybrid_pilon	449968	450612	+	645	4	8	8	6	12	12
MJEHNMBL_00420	E745_Chromosome_SuperHybrid_pilon	450799	451992	+	1194	55	58	64	97	119	164
MJEHNMBL_00421	E745_Chromosome_SuperHybrid_pilon	451985	453712	+	1728	211	267	193	245	270	373
MJEHNMBL_00422	E745_Chromosome_SuperHybrid_pilon	454106	454303	+	198	2	0	0	1	0	2
MJEHNMBL_00423	E745_Chromosome_SuperHybrid_pilon	454278	454616	+	339	0	0	2	0	0	0
MJEHNMBL_00424	E745_Chromosome_SuperHybrid_pilon	454720	454866	+	147	0	0	0	3	0	4
MJEHNMBL_00425	E745_Chromosome_SuperHybrid_pilon	454863	455816	-	954	8	16	16	14	14	10
MJEHNMBL_00427	E745_Chromosome_SuperHybrid_pilon	456446	457015	+	570	6	12	10	86	77	108
MJEHNMBL_00428	E745_Chromosome_SuperHybrid_pilon	457002	457862	+	861	42	60	60	263	229	378
MJEHNMBL_00429	E745_Chromosome_SuperHybrid_pilon	458052	458756	+	705	55	72	48	50	72	120
MJEHNMBL_00430	E745_Chromosome_SuperHybrid_pilon	458761	460596	+	1836	68	80	76	122	114	204
MJEHNMBL_00431	E745_Chromosome_SuperHybrid_pilon	460593	461909	+	1317	34	76	42	99	122	174
MJEHNMBL_00432	E745_Chromosome_SuperHybrid_pilon	461910	462779	+	870	24	42	39	68	93	159
MJEHNMBL_00433	E745_Chromosome_SuperHybrid_pilon	462834	463643	+	810	41	52	63	110	103	159
MJEHNMBL_00434	E745_Chromosome_SuperHybrid_pilon	463746	464375	-	630	34	24	27	10	12	18
MJEHNMBL_00435	E745_Chromosome_SuperHybrid_pilon	464545	465837	+	1293	8	4	10	2	2	4
MJEHNMBL_00436	E745_Chromosome_SuperHybrid_pilon	465913	466575	-	663	54	56	62	32	28	58
MJEHNMBL_00437	E745_Chromosome_SuperHybrid_pilon	466800	467084	+	285	8	14	17	50	67	132
MJEHNMBL_00438	E745_Chromosome_SuperHybrid_pilon	467135	468760	+	1626	544	641	600	538	521	825
MJEHNMBL_00439	E745_Chromosome_SuperHybrid_pilon	468849	469988	-	1140	10	14	12	24	24	34
MJEHNMBL_00440	E745_Chromosome_SuperHybrid_pilon	470096	470401	-	306	16	4	9	8	2	16
MJEHNMBL_00441	E745_Chromosome_SuperHybrid_pilon	470488	470910	-	423	6	7	8	10	12	13
MJEHNMBL_00442	E745_Chromosome_SuperHybrid_pilon	470928	471248	-	321	15	21	9	19	18	18
MJEHNMBL_00443	E745_Chromosome_SuperHybrid_pilon	471541	471699	+	159	18	31	23	1	1	0
MJEHNMBL_00444	E745_Chromosome_SuperHybrid_pilon	471696	471884	-	189	60	74	86	7	5	6
MJEHNMBL_00445	E745_Chromosome_SuperHybrid_pilon	471935	472090	+	156	64	53	53	5	1	0
MJEHNMBL_00446	E745_Chromosome_SuperHybrid_pilon	472071	472322	-	252	74	114	97	23	15	37
MJEHNMBL_00447	E745_Chromosome_SuperHybrid_pilon	472398	473144	+	747	121	122	119	4	6	5
MJEHNMBL_00448	E745_Chromosome_SuperHybrid_pilon	473159	473362	+	204	21	40	27	0	0	2
MJEHNMBL_00449	E745_Chromosome_SuperHybrid_pilon	473377	473676	+	300	13	16	23	0	1	0
MJEHNMBL_00450	E745_Chromosome_SuperHybrid_pilon	473724	474008	+	285	45	40	50	8	0	7
MJEHNMBL_00451	E745_Chromosome_SuperHybrid_pilon	474029	474217	+	189	40	48	28	2	0	4
MJEHNMBL_00452	E745_Chromosome_SuperHybrid_pilon	474214	474387	+	174	8	8	4	0	0	0
MJEHNMBL_00453	E745_Chromosome_SuperHybrid_pilon	474356	474502	+	147	4	1	3	0	1	4
MJEHNMBL_00454	E745_Chromosome_SuperHybrid_pilon	474539	474880	+	342	11	24	16	0	0	3
MJEHNMBL_00455	E745_Chromosome_SuperHybrid_pilon	474873	475544	+	672	40	56	43	7	5	11
MJEHNMBL_00456	E745_Chromosome_SuperHybrid_pilon	475550	476242	+	693	35	40	41	2	2	4
MJEHNMBL_00457	E745_Chromosome_SuperHybrid_pilon	476250	476765	+	516	40	50	56	3	4	7
MJEHNMBL_00458	E745_Chromosome_SuperHybrid_pilon	476874	477725	+	852	103	106	95	8	4	10
MJEHNMBL_00459	E745_Chromosome_SuperHybrid_pilon	477737	478006	+	270	4	2	3	0	0	0
MJEHNMBL_00460	E745_Chromosome_SuperHybrid_pilon	478011	478175	+	165	8	8	9	0	0	2
MJEHNMBL_00461	E745_Chromosome_SuperHybrid_pilon	478168	478470	+	303	7	4	1	0	0	2
MJEHNMBL_00462	E745_Chromosome_SuperHybrid_pilon	478467	478628	+	162	3	4	2	0	0	1
MJEHNMBL_00463	E745_Chromosome_SuperHybrid_pilon	478625	478936	+	312	14	6	0	2	2	3
MJEHNMBL_00464	E745_Chromosome_SuperHybrid_pilon	478930	479220	+	291	1	0	1	1	0	0
MJEHNMBL_00465	E745_Chromosome_SuperHybrid_pilon	479220	479531	+	312	4	10	4	2	0	0
MJEHNMBL_00466	E745_Chromosome_SuperHybrid_pilon	479528	479701	+	174	0	8	1	1	0	0
MJEHNMBL_00467	E745_Chromosome_SuperHybrid_pilon	479698	480093	+	396	2	4	4	0	1	0
MJEHNMBL_00468	E745_Chromosome_SuperHybrid_pilon	480090	480647	+	558	12	23	20	3	4	5
MJEHNMBL_00469	E745_Chromosome_SuperHybrid_pilon	480644	480940	+	297	11	14	15	2	1	0
MJEHNMBL_00470	E745_Chromosome_SuperHybrid_pilon	481017	481430	+	414	32	22	23	7	4	4
MJEHNMBL_00471	E745_Chromosome_SuperHybrid_pilon	481739	481891	+	153	4	1	3	0	0	0
MJEHNMBL_00472	E745_Chromosome_SuperHybrid_pilon	481888	482163	-	276	0	7	4	9	10	22
MJEHNMBL_00473	E745_Chromosome_SuperHybrid_pilon	482454	482867	+	414	10	13	10	0	2	2
MJEHNMBL_00474	E745_Chromosome_SuperHybrid_pilon	482860	483039	-	180	8	13	4	8	6	6
MJEHNMBL_00475	E745_Chromosome_SuperHybrid_pilon	483538	483762	+	225	6	3	0	0	0	0
MJEHNMBL_00476	E745_Chromosome_SuperHybrid_pilon	483788	484243	+	456	5	6	4	1	0	0
MJEHNMBL_00477	E745_Chromosome_SuperHybrid_pilon	484233	485534	+	1302	6	16	5	0	0	0
MJEHNMBL_00478	E745_Chromosome_SuperHybrid_pilon	485545	487179	+	1635	22	17	41	2	0	2
MJEHNMBL_00479	E745_Chromosome_SuperHybrid_pilon	487133	487363	+	231	2	4	2	2	0	0
MJEHNMBL_00480	E745_Chromosome_SuperHybrid_pilon	487376	487639	+	264	1	3	0	0	0	0
MJEHNMBL_00481	E745_Chromosome_SuperHybrid_pilon	487644	488597	+	954	10	18	39	0	0	4
MJEHNMBL_00482	E745_Chromosome_SuperHybrid_pilon	488944	489117	+	174	5	7	6	0	2	0
MJEHNMBL_00483	E745_Chromosome_SuperHybrid_pilon	489232	489873	+	642	20	15	14	0	2	0
MJEHNMBL_00484	E745_Chromosome_SuperHybrid_pilon	489885	490238	+	354	5	9	7	0	0	0
MJEHNMBL_00485	E745_Chromosome_SuperHybrid_pilon	490263	491270	+	1008	7	22	14	0	0	0
MJEHNMBL_00486	E745_Chromosome_SuperHybrid_pilon	491281	491487	+	207	2	4	7	0	0	0
MJEHNMBL_00487	E745_Chromosome_SuperHybrid_pilon	491527	491865	+	339	2	1	4	0	0	0
MJEHNMBL_00488	E745_Chromosome_SuperHybrid_pilon	491862	492188	+	327	4	6	4	0	0	0
MJEHNMBL_00489	E745_Chromosome_SuperHybrid_pilon	492185	492556	+	372	5	8	3	0	0	0
MJEHNMBL_00490	E745_Chromosome_SuperHybrid_pilon	492553	492945	+	393	5	4	10	0	0	0
MJEHNMBL_00491	E745_Chromosome_SuperHybrid_pilon	492956	493468	+	513	4	5	13	0	0	0
MJEHNMBL_00492	E745_Chromosome_SuperHybrid_pilon	493514	493882	+	369	1	1	1	0	0	0
MJEHNMBL_00493	E745_Chromosome_SuperHybrid_pilon	493936	494223	+	288	0	0	1	0	0	0
MJEHNMBL_00494	E745_Chromosome_SuperHybrid_pilon	494240	497359	+	3120	26	41	30	4	2	0
MJEHNMBL_00495	E745_Chromosome_SuperHybrid_pilon	497371	498159	+	789	4	11	8	1	0	0
MJEHNMBL_00496	E745_Chromosome_SuperHybrid_pilon	498156	500987	+	2832	14	14	4	4	0	1
MJEHNMBL_00497	E745_Chromosome_SuperHybrid_pilon	501001	502719	+	1719	7	2	8	0	3	11
MJEHNMBL_00498	E745_Chromosome_SuperHybrid_pilon	502736	503518	+	783	2	4	3	0	7	2
MJEHNMBL_00499	E745_Chromosome_SuperHybrid_pilon	503518	505584	+	2067	8	13	14	11	8	11
MJEHNMBL_00500	E745_Chromosome_SuperHybrid_pilon	505585	506031	+	447	0	2	6	4	1	1
MJEHNMBL_00501	E745_Chromosome_SuperHybrid_pilon	506033	506170	+	138	1	2	2	0	1	2
MJEHNMBL_00502	E745_Chromosome_SuperHybrid_pilon	506208	506501	+	294	2	2	4	0	0	0
MJEHNMBL_00503	E745_Chromosome_SuperHybrid_pilon	506498	506722	+	225	4	1	2	0	0	0
MJEHNMBL_00504	E745_Chromosome_SuperHybrid_pilon	506719	507744	+	1026	0	5	0	0	0	2
MJEHNMBL_00506	E745_Chromosome_SuperHybrid_pilon	508684	508974	+	291	36	26	26	23	16	30
MJEHNMBL_00507	E745_Chromosome_SuperHybrid_pilon	509010	509846	+	837	60	47	67	26	16	48
MJEHNMBL_00508	E745_Chromosome_SuperHybrid_pilon	509931	510425	-	495	4	7	1	3	2	6
MJEHNMBL_00509	E745_Chromosome_SuperHybrid_pilon	510769	511176	+	408	75	85	63	71	59	121
MJEHNMBL_00510	E745_Chromosome_SuperHybrid_pilon	511190	511591	+	402	14	15	11	11	17	21
MJEHNMBL_00511	E745_Chromosome_SuperHybrid_pilon	511593	511964	+	372	49	66	53	55	32	70
MJEHNMBL_00512	E745_Chromosome_SuperHybrid_pilon	512124	512303	-	180	0	0	0	0	1	0
MJEHNMBL_00513	E745_Chromosome_SuperHybrid_pilon	513057	514289	-	1233	182	157	124	87	94	160
MJEHNMBL_00514	E745_Chromosome_SuperHybrid_pilon	514543	515112	+	570	14	18	24	10	6	12
MJEHNMBL_00515	E745_Chromosome_SuperHybrid_pilon	515290	515730	-	441	30	44	48	132	116	158
MJEHNMBL_00516	E745_Chromosome_SuperHybrid_pilon	515888	516652	+	765	120	107	114	174	169	244
MJEHNMBL_00517	E745_Chromosome_SuperHybrid_pilon	516684	517607	+	924	32	37	40	69	78	89
MJEHNMBL_00518	E745_Chromosome_SuperHybrid_pilon	517683	518822	+	1140	21	25	26	78	64	95
MJEHNMBL_00519	E745_Chromosome_SuperHybrid_pilon	518815	519615	+	801	39	30	47	75	44	96
MJEHNMBL_00520	E745_Chromosome_SuperHybrid_pilon	519615	520442	+	828	28	26	24	55	29	59
MJEHNMBL_00521	E745_Chromosome_SuperHybrid_pilon	520447	521154	+	708	50	26	41	97	77	110
MJEHNMBL_00522	E745_Chromosome_SuperHybrid_pilon	521254	522120	+	867	41	75	92	179	187	263
MJEHNMBL_00523	E745_Chromosome_SuperHybrid_pilon	522134	522706	+	573	22	51	40	95	94	126
MJEHNMBL_00524	E745_Chromosome_SuperHybrid_pilon	522728	523756	+	1029	230	255	214	417	380	683
MJEHNMBL_00525	E745_Chromosome_SuperHybrid_pilon	523854	524705	+	852	41	62	72	176	155	239
MJEHNMBL_00526	E745_Chromosome_SuperHybrid_pilon	524740	526773	+	2034	120	134	142	258	309	437
